"Name" -> "Fire___Rescue_Incidents_by_Day_and_Type"
"ResourceType" -> "DataResource"
"Title" -> "Fire & Rescue Incidents in Urbana"
"Description" -> "Records of fire & rescue alarm incidents by day and type in Urbana IL from 2012 to 2014"
"Publisher" -> "City of Urbana"
"Source" -> "https://data.urbanaillinois.us/Fire-and-Rescue/Fire-Rescue-Incidents-by-Day-and-Type/kcfr-xfr4/data"
"Date" -> "2012-2014"
"Keywords" -> "Text, Fire, Rescue, Emergency, Alarm, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Urbana, Illinois"
Alarm Date,Alarm Time,Incident Type,Incident Type Description,Count
04/19/2012,3:48:38,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,12:17:18,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,12:51:27,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,13:03:31,7,False Alarm or False Call,1
04/19/2012,13:36:15,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,15:45:08,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,19:21:20,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,19:34:46,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,23:41:11,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,23:24:58,3,Rescue or Emergency Medical Services Incident,1
04/19/2012,23:51:05,7,False Alarm or False Call,1
04/20/2012,2:01:53,6,Good Intent Call,1
04/20/2012,5:45:26,7,False Alarm or False Call,1
04/20/2012,9:38:34,6,Good Intent Call,1
04/20/2012,14:44:27,3,Rescue or Emergency Medical Services Incident,1
04/20/2012,17:42:45,7,False Alarm or False Call,1
04/20/2012,19:38:41,3,Rescue or Emergency Medical Services Incident,1
04/20/2012,21:03:52,7,False Alarm or False Call,1
04/20/2012,22:10:42,6,Good Intent Call,1
04/20/2012,22:12:04,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,0:32:31,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,9:04:31,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,11:24:38,6,Good Intent Call,1
04/21/2012,12:49:51,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,13:05:05,1,Fire,1
04/21/2012,13:19:44,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,14:51:33,4,Hazardous Condition (no fire),1
04/21/2012,15:17:16,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,16:47:16,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,18:10:47,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,18:18:39,7,False Alarm or False Call,1
04/21/2012,19:40:47,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,19:58:17,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,22:20:41,3,Rescue or Emergency Medical Services Incident,1
04/21/2012,22:22:21,7,False Alarm or False Call,1
04/22/2012,1:13:25,7,False Alarm or False Call,1
04/22/2012,2:34:11,7,False Alarm or False Call,1
04/22/2012,4:42:33,7,False Alarm or False Call,1
04/22/2012,5:09:12,3,Rescue or Emergency Medical Services Incident,1
04/22/2012,8:43:49,5,Service Call,1
04/22/2012,10:20:40,3,Rescue or Emergency Medical Services Incident,1
04/22/2012,12:52:22,4,Hazardous Condition (no fire),1
04/22/2012,17:37:36,7,False Alarm or False Call,1
04/22/2012,20:46:44,7,False Alarm or False Call,1
04/23/2012,5:00:40,3,Rescue or Emergency Medical Services Incident,1
04/23/2012,7:02:04,6,Good Intent Call,1
04/23/2012,8:42:09,7,False Alarm or False Call,1
04/23/2012,9:51:49,3,Rescue or Emergency Medical Services Incident,1
04/23/2012,10:35:12,4,Hazardous Condition (no fire),1
04/23/2012,15:01:37,5,Service Call,1
04/23/2012,20:28:36,3,Rescue or Emergency Medical Services Incident,1
04/23/2012,22:26:58,1,Fire,1
04/23/2012,23:59:43,7,False Alarm or False Call,1
04/24/2012,0:53:44,6,Good Intent Call,1
04/24/2012,1:12:22,7,False Alarm or False Call,1
04/24/2012,7:26:03,3,Rescue or Emergency Medical Services Incident,1
04/24/2012,10:09:06,7,False Alarm or False Call,1
04/24/2012,10:33:46,7,False Alarm or False Call,1
04/24/2012,13:39:53,3,Rescue or Emergency Medical Services Incident,1
04/24/2012,13:55:14,3,Rescue or Emergency Medical Services Incident,1
04/24/2012,14:03:34,3,Rescue or Emergency Medical Services Incident,1
04/24/2012,15:54:34,6,Good Intent Call,1
04/24/2012,16:24:10,3,Rescue or Emergency Medical Services Incident,1
04/24/2012,16:37:03,5,Service Call,1
04/24/2012,18:05:30,3,Rescue or Emergency Medical Services Incident,1
04/24/2012,18:08:53,7,False Alarm or False Call,1
04/24/2012,18:51:22,1,Fire,1
04/24/2012,19:40:55,1,Fire,1
04/24/2012,20:37:58,5,Service Call,1
04/24/2012,20:48:56,3,Rescue or Emergency Medical Services Incident,1
04/24/2012,21:22:33,7,False Alarm or False Call,1
04/25/2012,1:13:39,1,Fire,1
04/25/2012,6:38:11,3,Rescue or Emergency Medical Services Incident,1
04/25/2012,12:29:34,3,Rescue or Emergency Medical Services Incident,1
04/25/2012,13:17:20,7,False Alarm or False Call,1
04/25/2012,14:45:03,5,Service Call,1
04/25/2012,15:56:09,7,False Alarm or False Call,1
04/25/2012,19:22:28,3,Rescue or Emergency Medical Services Incident,1
04/26/2012,2:08:38,3,Rescue or Emergency Medical Services Incident,1
04/26/2012,3:46:40,3,Rescue or Emergency Medical Services Incident,1
04/26/2012,8:22:09,3,Rescue or Emergency Medical Services Incident,1
04/26/2012,10:36:09,5,Service Call,1
04/26/2012,11:11:22,7,False Alarm or False Call,1
04/26/2012,12:46:23,3,Rescue or Emergency Medical Services Incident,1
04/26/2012,15:54:22,3,Rescue or Emergency Medical Services Incident,1
04/26/2012,17:34:56,5,Service Call,1
04/26/2012,18:06:35,1,Fire,1
04/26/2012,21:58:14,5,Service Call,1
04/27/2012,1:17:49,3,Rescue or Emergency Medical Services Incident,1
04/27/2012,11:55:19,1,Fire,1
04/27/2012,12:45:18,1,Fire,1
04/27/2012,14:13:21,6,Good Intent Call,1
04/27/2012,14:53:29,3,Rescue or Emergency Medical Services Incident,1
04/27/2012,17:09:05,4,Hazardous Condition (no fire),1
04/27/2012,19:36:36,3,Rescue or Emergency Medical Services Incident,1
04/27/2012,21:59:54,3,Rescue or Emergency Medical Services Incident,1
04/27/2012,22:51:08,1,Fire,1
04/27/2012,23:26:17,6,Good Intent Call,1
04/27/2012,23:31:16,7,False Alarm or False Call,1
04/27/2012,23:51:06,3,Rescue or Emergency Medical Services Incident,1
04/27/2012,23:59:03,7,False Alarm or False Call,1
04/28/2012,1:58:43,3,Rescue or Emergency Medical Services Incident,1
04/28/2012,3:07:48,3,Rescue or Emergency Medical Services Incident,1
04/28/2012,4:57:31,3,Rescue or Emergency Medical Services Incident,1
04/28/2012,11:30:47,3,Rescue or Emergency Medical Services Incident,1
04/28/2012,13:13:45,3,Rescue or Emergency Medical Services Incident,1
04/28/2012,14:27:01,3,Rescue or Emergency Medical Services Incident,1
04/28/2012,22:00:45,6,Good Intent Call,1
04/28/2012,23:08:59,5,Service Call,1
04/29/2012,0:15:03,6,Good Intent Call,1
04/29/2012,1:38:42,3,Rescue or Emergency Medical Services Incident,1
04/29/2012,2:18:54,3,Rescue or Emergency Medical Services Incident,1
04/29/2012,7:49:16,3,Rescue or Emergency Medical Services Incident,1
04/29/2012,7:59:07,7,False Alarm or False Call,1
04/29/2012,8:12:27,5,Service Call,1
04/29/2012,10:23:39,7,False Alarm or False Call,1
04/29/2012,14:21:02,3,Rescue or Emergency Medical Services Incident,1
04/29/2012,15:19:41,7,False Alarm or False Call,1
04/29/2012,17:52:19,3,Rescue or Emergency Medical Services Incident,1
04/29/2012,18:20:48,3,Rescue or Emergency Medical Services Incident,1
04/29/2012,19:56:24,7,False Alarm or False Call,1
04/30/2012,0:33:53,7,False Alarm or False Call,1
04/30/2012,9:34:24,3,Rescue or Emergency Medical Services Incident,1
04/30/2012,9:55:26,2,"Overpressure Rupture, Explosion, Overheat (no fire)",1
04/30/2012,10:33:06,7,False Alarm or False Call,1
04/30/2012,11:08:36,7,False Alarm or False Call,1
04/30/2012,11:33:48,3,Rescue or Emergency Medical Services Incident,1
04/30/2012,11:43:29,7,False Alarm or False Call,1
04/30/2012,12:01:23,5,Service Call,1
04/30/2012,13:00:46,3,Rescue or Emergency Medical Services Incident,1
04/30/2012,13:22:43,5,Service Call,1
04/30/2012,15:19:08,3,Rescue or Emergency Medical Services Incident,1
05/01/2012,0:20:55,3,Rescue or Emergency Medical Services Incident,1
05/01/2012,9:02:47,3,Rescue or Emergency Medical Services Incident,1
05/01/2012,9:51:14,3,Rescue or Emergency Medical Services Incident,1
05/01/2012,10:17:38,6,Good Intent Call,1
05/01/2012,10:34:17,3,Rescue or Emergency Medical Services Incident,1
05/01/2012,10:38:15,3,Rescue or Emergency Medical Services Incident,1
05/01/2012,10:58:56,3,Rescue or Emergency Medical Services Incident,1
05/01/2012,13:26:56,6,Good Intent Call,1
05/01/2012,13:37:19,4,Hazardous Condition (no fire),1
05/01/2012,14:31:09,6,Good Intent Call,1
05/01/2012,15:19:21,7,False Alarm or False Call,1
05/01/2012,15:50:39,5,Service Call,1
05/01/2012,16:25:13,7,False Alarm or False Call,1
05/01/2012,17:00:27,5,Service Call,1
05/01/2012,17:12:05,6,Good Intent Call,1
05/01/2012,19:56:03,7,False Alarm or False Call,1
05/01/2012,21:58:06,3,Rescue or Emergency Medical Services Incident,1
05/02/2012,1:36:37,1,Fire,1
05/02/2012,1:37:35,4,Hazardous Condition (no fire),1
05/02/2012,3:45:05,3,Rescue or Emergency Medical Services Incident,1
05/02/2012,4:21:32,3,Rescue or Emergency Medical Services Incident,1
05/02/2012,12:43:41,3,Rescue or Emergency Medical Services Incident,1
05/02/2012,15:36:14,7,False Alarm or False Call,1
05/02/2012,15:53:04,3,Rescue or Emergency Medical Services Incident,1
05/02/2012,16:17:43,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,0:43:11,6,Good Intent Call,1
05/03/2012,1:16:32,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,1:21:45,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,3:57:58,7,False Alarm or False Call,1
05/03/2012,6:54:44,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,7:23:19,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,8:02:48,7,False Alarm or False Call,1
05/03/2012,8:05:34,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,9:03:00,7,False Alarm or False Call,1
05/03/2012,9:26:50,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,9:55:30,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,10:41:50,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,14:30:15,3,Rescue or Emergency Medical Services Incident,1
05/03/2012,16:47:55,5,Service Call,1
05/03/2012,16:49:16,3,Rescue or Emergency Medical Services Incident,1
05/04/2012,2:22:57,3,Rescue or Emergency Medical Services Incident,1
05/04/2012,6:49:00,3,Rescue or Emergency Medical Services Incident,1
05/04/2012,7:08:24,1,Fire,1
05/04/2012,14:53:37,7,False Alarm or False Call,1
05/04/2012,19:10:00,6,Good Intent Call,1
05/04/2012,23:40:44,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,0:26:47,7,False Alarm or False Call,1
05/05/2012,0:32:48,6,Good Intent Call,1
05/05/2012,0:50:57,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,1:41:01,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,3:48:27,5,Service Call,1
05/05/2012,6:07:33,1,Fire,1
05/05/2012,6:52:37,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,9:31:20,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,11:11:59,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,14:28:26,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,15:37:21,6,Good Intent Call,1
05/05/2012,15:47:01,3,Rescue or Emergency Medical Services Incident,1
05/05/2012,16:06:24,7,False Alarm or False Call,1
05/05/2012,18:59:02,4,Hazardous Condition (no fire),1
05/06/2012,0:51:26,7,False Alarm or False Call,1
05/06/2012,2:20:58,3,Rescue or Emergency Medical Services Incident,1
05/06/2012,2:48:57,3,Rescue or Emergency Medical Services Incident,1
05/06/2012,6:02:25,5,Service Call,1
05/06/2012,12:48:32,7,False Alarm or False Call,1
05/06/2012,13:56:19,3,Rescue or Emergency Medical Services Incident,1
05/06/2012,14:52:32,3,Rescue or Emergency Medical Services Incident,1
05/06/2012,20:08:46,3,Rescue or Emergency Medical Services Incident,1
05/06/2012,22:13:34,4,Hazardous Condition (no fire),1
05/06/2012,22:46:24,7,False Alarm or False Call,1
05/07/2012,2:25:09,7,False Alarm or False Call,1
05/07/2012,2:36:58,7,False Alarm or False Call,1
05/07/2012,2:42:56,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,2:56:55,7,False Alarm or False Call,1
05/07/2012,3:34:22,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,8:20:21,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,10:05:36,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,11:56:12,5,Service Call,1
05/07/2012,12:56:38,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,13:38:19,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,14:04:13,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,15:15:01,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,17:01:30,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,19:14:28,3,Rescue or Emergency Medical Services Incident,1
05/07/2012,20:29:19,5,Service Call,1
05/07/2012,23:51:29,3,Rescue or Emergency Medical Services Incident,1
05/08/2012,1:43:25,4,Hazardous Condition (no fire),1
05/08/2012,12:41:35,3,Rescue or Emergency Medical Services Incident,1
05/08/2012,12:45:06,7,False Alarm or False Call,1
05/08/2012,16:42:03,3,Rescue or Emergency Medical Services Incident,1
05/08/2012,21:05:08,3,Rescue or Emergency Medical Services Incident,1
05/08/2012,22:03:37,3,Rescue or Emergency Medical Services Incident,1
05/09/2012,4:25:05,3,Rescue or Emergency Medical Services Incident,1
05/09/2012,6:29:58,5,Service Call,1
05/09/2012,10:52:27,3,Rescue or Emergency Medical Services Incident,1
05/09/2012,12:34:53,3,Rescue or Emergency Medical Services Incident,1
05/09/2012,14:54:16,3,Rescue or Emergency Medical Services Incident,1
05/09/2012,17:43:52,1,Fire,1
05/09/2012,20:43:17,3,Rescue or Emergency Medical Services Incident,1
05/09/2012,21:06:52,3,Rescue or Emergency Medical Services Incident,1
05/09/2012,22:23:41,4,Hazardous Condition (no fire),1
05/10/2012,2:29:49,3,Rescue or Emergency Medical Services Incident,1
05/10/2012,9:01:43,3,Rescue or Emergency Medical Services Incident,1
05/10/2012,11:48:34,3,Rescue or Emergency Medical Services Incident,1
05/10/2012,13:06:11,3,Rescue or Emergency Medical Services Incident,1
05/10/2012,14:39:25,3,Rescue or Emergency Medical Services Incident,1
05/10/2012,16:48:48,4,Hazardous Condition (no fire),1
05/10/2012,17:43:40,3,Rescue or Emergency Medical Services Incident,1
05/10/2012,18:38:20,7,False Alarm or False Call,1
05/10/2012,20:16:01,3,Rescue or Emergency Medical Services Incident,1
05/10/2012,22:46:25,6,Good Intent Call,1
05/10/2012,23:17:19,3,Rescue or Emergency Medical Services Incident,1
05/11/2012,1:00:12,3,Rescue or Emergency Medical Services Incident,1
05/11/2012,1:49:18,7,False Alarm or False Call,1
05/11/2012,3:30:27,1,Fire,1
05/11/2012,5:23:35,7,False Alarm or False Call,1
05/11/2012,6:46:23,5,Service Call,1
05/11/2012,10:48:51,6,Good Intent Call,1
05/11/2012,11:13:58,3,Rescue or Emergency Medical Services Incident,1
05/11/2012,13:15:00,3,Rescue or Emergency Medical Services Incident,1
05/11/2012,14:30:12,6,Good Intent Call,1
05/11/2012,16:33:36,3,Rescue or Emergency Medical Services Incident,1
05/11/2012,16:52:27,3,Rescue or Emergency Medical Services Incident,1
05/11/2012,19:03:54,3,Rescue or Emergency Medical Services Incident,1
05/11/2012,22:28:34,7,False Alarm or False Call,1
05/12/2012,1:20:25,3,Rescue or Emergency Medical Services Incident,1
05/12/2012,3:28:37,3,Rescue or Emergency Medical Services Incident,1
05/12/2012,3:47:56,7,False Alarm or False Call,1
05/12/2012,9:28:03,3,Rescue or Emergency Medical Services Incident,1
05/12/2012,14:01:33,3,Rescue or Emergency Medical Services Incident,1
05/12/2012,16:09:00,3,Rescue or Emergency Medical Services Incident,1
05/12/2012,16:30:10,1,Fire,1
05/12/2012,18:16:25,7,False Alarm or False Call,1
05/12/2012,18:38:45,1,Fire,1
05/12/2012,18:59:20,3,Rescue or Emergency Medical Services Incident,1
05/12/2012,20:52:32,1,Fire,1
05/12/2012,23:25:43,7,False Alarm or False Call,1
05/12/2012,23:58:08,3,Rescue or Emergency Medical Services Incident,1
05/13/2012,1:24:09,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,5:14:47,5,Service Call,1
05/13/2012,7:55:21,3,Rescue or Emergency Medical Services Incident,1
05/13/2012,12:25:42,7,False Alarm or False Call,1
05/13/2012,13:39:49,5,Service Call,1
05/13/2012,15:44:53,3,Rescue or Emergency Medical Services Incident,1
05/13/2012,17:46:59,3,Rescue or Emergency Medical Services Incident,1
05/13/2012,18:36:24,1,Fire,1
05/13/2012,19:53:20,7,False Alarm or False Call,1
05/13/2012,20:23:34,3,Rescue or Emergency Medical Services Incident,1
05/13/2012,20:28:42,7,False Alarm or False Call,1
05/13/2012,23:52:34,1,Fire,1
05/14/2012,1:27:25,3,Rescue or Emergency Medical Services Incident,1
05/14/2012,6:08:49,7,False Alarm or False Call,1
05/14/2012,12:23:01,3,Rescue or Emergency Medical Services Incident,1
05/14/2012,13:02:56,3,Rescue or Emergency Medical Services Incident,1
05/14/2012,14:01:26,6,Good Intent Call,1
05/14/2012,16:17:32,1,Fire,1
05/14/2012,18:42:59,6,Good Intent Call,1
05/14/2012,19:01:39,7,False Alarm or False Call,1
05/14/2012,19:39:59,7,False Alarm or False Call,1
05/14/2012,20:53:56,4,Hazardous Condition (no fire),1
05/14/2012,23:05:14,5,Service Call,1
05/14/2012,23:52:35,7,False Alarm or False Call,1
05/15/2012,0:06:21,3,Rescue or Emergency Medical Services Incident,1
05/15/2012,7:25:31,5,Service Call,1
05/15/2012,8:06:30,7,False Alarm or False Call,1
05/15/2012,10:08:56,3,Rescue or Emergency Medical Services Incident,1
05/15/2012,10:51:58,3,Rescue or Emergency Medical Services Incident,1
05/15/2012,14:38:36,7,False Alarm or False Call,1
05/15/2012,14:51:42,5,Service Call,1
05/15/2012,17:03:48,7,False Alarm or False Call,1
05/15/2012,20:14:30,3,Rescue or Emergency Medical Services Incident,1
05/15/2012,21:20:21,1,Fire,1
05/15/2012,21:37:51,3,Rescue or Emergency Medical Services Incident,1
05/15/2012,22:11:40,7,False Alarm or False Call,1
05/15/2012,22:56:21,1,Fire,1
05/16/2012,6:58:07,4,Hazardous Condition (no fire),1
05/16/2012,9:01:12,5,Service Call,1
05/16/2012,10:26:11,6,Good Intent Call,1
05/16/2012,14:52:37,4,Hazardous Condition (no fire),1
05/16/2012,15:48:36,3,Rescue or Emergency Medical Services Incident,1
05/16/2012,17:34:50,6,Good Intent Call,1
05/16/2012,18:31:57,3,Rescue or Emergency Medical Services Incident,1
05/16/2012,19:28:32,6,Good Intent Call,1
05/16/2012,21:34:35,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,2:22:03,7,False Alarm or False Call,1
05/17/2012,8:27:08,5,Service Call,1
05/17/2012,10:17:20,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,10:33:39,7,False Alarm or False Call,1
05/17/2012,11:05:35,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,11:20:59,6,Good Intent Call,1
05/17/2012,12:01:12,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,12:06:20,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,13:06:03,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,14:02:46,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,14:34:04,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,15:21:46,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,17:38:40,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,17:56:26,5,Service Call,1
05/17/2012,19:04:00,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,20:24:13,5,Service Call,1
05/17/2012,22:44:58,3,Rescue or Emergency Medical Services Incident,1
05/17/2012,23:58:44,6,Good Intent Call,1
05/18/2012,6:09:08,3,Rescue or Emergency Medical Services Incident,1
05/18/2012,7:09:58,3,Rescue or Emergency Medical Services Incident,1
05/18/2012,8:14:45,3,Rescue or Emergency Medical Services Incident,1
05/18/2012,8:30:46,6,Good Intent Call,1
05/18/2012,8:53:16,7,False Alarm or False Call,1
05/18/2012,10:56:06,3,Rescue or Emergency Medical Services Incident,1
05/18/2012,13:05:11,3,Rescue or Emergency Medical Services Incident,1
05/18/2012,13:51:02,7,False Alarm or False Call,1
